objid,sample,asset_id,dr7objid,gz2_class,total_classifications,total_votes,t01_smooth_or_features_a01_smooth_fraction,t01_smooth_or_features_a01_smooth_weighted_fraction,t01_smooth_or_features_a01_smooth_debiased,t01_smooth_or_features_a02_features_or_disk_fraction,t01_smooth_or_features_a02_features_or_disk_weighted_fraction,t01_smooth_or_features_a02_features_or_disk_debiased,t01_smooth_or_features_a03_star_or_artifact_weighted_fraction,t01_smooth_or_features_a03_star_or_artifact_debiased,t02_edgeon_a04_yes_weighted_fraction,t02_edgeon_a04_yes_debiased,t02_edgeon_a05_no_weighted_fraction,t02_edgeon_a05_no_debiased,t03_bar_a06_bar_weighted_fraction,t03_bar_a06_bar_debiased,t03_bar_a07_no_bar_weighted_fraction,t03_bar_a07_no_bar_debiased,t04_spiral_a08_spiral_weighted_fraction,t04_spiral_a08_spiral_debiased,t04_spiral_a09_no_spiral_weighted_fraction,t04_spiral_a09_no_spiral_debiased,t05_bulge_prominence_a10_no_bulge_weighted_fraction,t05_bulge_prominence_a10_no_bulge_debiased,t05_bulge_prominence_a11_just_noticeable_weighted_fraction,t05_bulge_prominence_a11_just_noticeable_debiased,t05_bulge_prominence_a12_obvious_weighted_fraction,t05_bulge_prominence_a12_obvious_debiased,t05_bulge_prominence_a13_dominant_weighted_fraction,t05_bulge_prominence_a13_dominant_debiased,t06_odd_a14_yes_weighted_fraction,t06_odd_a14_yes_debiased,t06_odd_a15_no_weighted_fraction,t06_odd_a15_no_debiased,t07_rounded_a16_completely_round_weighted_fraction,t07_rounded_a16_completely_round_debiased,t07_rounded_a17_in_between_weighted_fraction,t07_rounded_a17_in_between_debiased,t07_rounded_a18_cigar_shaped_weighted_fraction,t07_rounded_a18_cigar_shaped_debiased,t08_odd_feature_a19_ring_weighted_fraction,t08_odd_feature_a19_ring_debiased,t08_odd_feature_a20_lens_or_arc_weighted_fraction,t08_odd_feature_a20_lens_or_arc_debiased,t08_odd_feature_a21_disturbed_weighted_fraction,t08_odd_feature_a21_disturbed_debiased,t08_odd_feature_a22_irregular_weighted_fraction,t08_odd_feature_a22_irregular_debiased,t08_odd_feature_a23_other_weighted_fraction,t08_odd_feature_a23_other_debiased,t08_odd_feature_a24_merger_weighted_fraction,t08_odd_feature_a24_merger_debiased,t08_odd_feature_a38_dust_lane_weighted_fraction,t08_odd_feature_a38_dust_lane_debiased,t09_bulge_shape_a25_rounded_weighted_fraction,t09_bulge_shape_a25_rounded_debiased,t09_bulge_shape_a26_boxy_weighted_fraction,t09_bulge_shape_a26_boxy_debiased,t09_bulge_shape_a27_no_bulge_weighted_fraction,t09_bulge_shape_a27_no_bulge_debiased,t10_arms_winding_a28_tight_weighted_fraction,t10_arms_winding_a28_tight_debiased,t10_arms_winding_a29_medium_weighted_fraction,t10_arms_winding_a29_medium_debiased,t10_arms_winding_a30_loose_weighted_fraction,t10_arms_winding_a30_loose_debiased,t11_arms_number_a31_1_weighted_fraction,t11_arms_number_a31_1_debiased,t11_arms_number_a32_2_weighted_fraction,t11_arms_number_a32_2_debiased,t11_arms_number_a33_3_weighted_fraction,t11_arms_number_a33_3_debiased,t11_arms_number_a34_4_weighted_fraction,t11_arms_number_a34_4_debiased,t11_arms_number_a36_more_than_4_weighted_fraction,t11_arms_number_a36_more_than_4_debiased,t11_arms_number_a37_cant_tell_weighted_fraction,t11_arms_number_a37_cant_tell_debiased,asset_key,objid_key,score_spiral,score_smooth,score_edge,score_merger,score_bar,derived_label,filepath_laptop,filepath_PC
587739505552785605,original,130549,587739505552785605,Sc?t,38.0,158.0,0.7110000252723694,0.7300000190734863,0.4629999995231628,0.2630000114440918,0.270000010728836,0.5099999904632568,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.6000000238418579,0.7659821075484192,0.4000000059604645,0.2476743120609982,0.4000000059604645,0.2553219284687678,0.4000000059604645,0.4110460201872735,0.1000000014901161,0.2508012321259834,0.1000000014901161,0.0847330336238763,0.1080000028014183,0.1243372936840515,0.8920000195503235,0.8731479348654156,0.0740000009536743,0.0588849049671853,0.9259999990463256,0.9250810183546252,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5032728032760128,0.5,0.4467945400469957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5347332630024966,0.5,0.4819127544132481,0.0,0.0,0.3330000042915344,0.271106154686685,0.1669999957084655,0.1217364075857023,0.1669999957084655,0.2613995642677889,0.0,0.0,0.0,0.0,0.3330000042915344,0.3150783354814,130549,587739505552785605,0.7659821075484192,0.4629999995231628,0.0,0.0,0.0,spiral,C:\Users\79263\galaxy_morphology_ml_captioning\data\labels\thumbs\130549.jpg,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\labels\thumbs\130549.jpg
587732578312454276,original,57314,587732578312454276,SBc4t,38.0,131.0,0.8420000076293945,0.8420000076293945,0.0270000007003545,0.1319999992847442,0.1319999992847442,0.9459999799728394,0.0260000005364418,0.0020000000949949,0.0,0.0,1.0,1.0,0.2000000029802322,0.5904657906578861,0.800000011920929,0.2819481824789429,0.2000000029802322,0.929180032552926,0.800000011920929,0.0135646347991598,0.0,0.0,0.6000000238418579,0.6610654141059593,0.2000000029802322,0.3024951793227091,0.2000000029802322,0.046501986607822,0.0540000014007091,0.0901238228922114,0.9459999799728394,0.888345263660641,0.4690000116825104,0.4367351328293478,0.531000018119812,0.4811917887851484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,57314,587732578312454276,0.929180032552926,0.0270000007003545,0.0,0.0,0.0,spiral,C:\Users\79263\galaxy_morphology_ml_captioning\data\labels\thumbs\57314.jpg,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\labels\thumbs\57314.jpg
587729154670395609,original,29846,587729154670395609,Sb?m,39.0,138.0,0.6919999718666077,0.6919999718666077,0.1879999935626983,0.1790000051259994,0.1790000051259994,0.6309999823570251,0.1280000060796737,0.0900000035762786,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1430000066757202,0.7016065098817184,0.8569999933242798,0.0396553711597455,0.0,0.0,0.4289999902248382,0.4703073174707753,0.5709999799728394,0.557851715630313,0.0,0.0,0.2349999994039535,0.3133461175586225,0.7649999856948853,0.681033096181251,0.0740000009536743,0.0566080199085602,0.8889999985694885,0.8892350679837038,0.0370000004768371,0.1025171971238049,0.125,0.8866609209916605,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4037283371883636,0.375,0.0760796664249815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29846,587729154670395609,0.7016065098817184,0.1879999935626983,0.0,0.0760796664249815,0.0,spiral,C:\Users\79263\galaxy_morphology_ml_captioning\data\labels\thumbs\29846.jpg,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\labels\thumbs\29846.jpg
587732154179452963,original,52897,587732154179452963,SBb2m,30.0,237.0,0.032999999821186,0.032999999821186,0.0,0.9670000076293944,0.9670000076293944,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5519999861717224,0.7546069670228155,0.4480000138282776,0.1856344967180515,0.930999994277954,0.9992638059776444,0.0689999982714653,5.64313797734526e-12,0.0340000018477439,0.010265017434605,0.3790000081062317,0.3962471042685294,0.5519999861717224,0.5587044626317945,0.0340000018477439,0.0335671384016827,0.2000000029802322,0.2391845706606919,0.800000011920929,0.7568663156379178,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3330000042915344,0.327604672046433,0.1669999957084655,0.1637294395353019,0.1669999957084655,0.1402278456431864,0.1669999957084655,0.1219260140716501,0.1669999957084655,0.0343581941277182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2590000033378601,0.2953306778845261,0.6299999952316284,0.6008479515584557,0.1110000014305114,0.0890055665061023,0.0370000004768371,0.0348639778905663,0.9629999995231628,0.9505096340362514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52897,587732154179452963,0.9992638059776444,0.0,0.0,0.0343581941277182,0.0,spiral,C:\Users\79263\galaxy_morphology_ml_captioning\data\labels\thumbs\52897.jpg,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\labels\thumbs\52897.jpg
587722983364690145,original,1129,587722983364690145,Sc?m,35.0,122.0,0.7139999866485596,0.7269999980926514,0.1080000028014183,0.2000000029802322,0.2029999941587448,0.8920000195503235,0.0700000002980232,0.032999999821186,0.1430000066757202,0.016387861141303,0.8569999933242798,0.9417639237681809,0.0,0.0,1.0,1.0,0.1669999957084655,0.85670722721124,0.8330000042915344,0.0394397429145894,0.1669999957084655,0.0472252584268141,0.5,0.5498040250759122,0.1669999957084655,0.3131658409730593,0.1669999957084655,0.0698359658757818,0.061999998986721,0.0953337324110308,0.9380000233650208,0.8929474806632857,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.4801123059744926,0.5,0.5150178805050942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1129,587722983364690145,0.85670722721124,0.1080000028014183,0.016387861141303,0.0,0.0,spiral,C:\Users\79263\galaxy_morphology_ml_captioning\data\labels\thumbs\1129.jpg,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\labels\thumbs\1129.jpg
587733432461689301,extra,253617,587733432461689301,Ser,40.0,169.0,0.5,0.4959999918937683,0.0860000029206276,0.5,0.5040000081062317,0.9120000004768372,0.0,0.0,0.7929999828338623,0.7258056483257943,0.2070000022649765,0.3801060656982205,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.296999990940094,0.3811588376232334,0.703000009059906,0.615415360938295,0.003000000026077,0.001249531371712,0.0520000010728836,0.029902077812806,0.9449999928474426,0.9920328233769728,0.0340000018477439,0.6288463459439275,0.0879999995231628,0.0842867765722586,0.0,0.0,0.0,0.0,0.3510000109672546,0.2378910124622509,0.4390000104904175,0.1761099652201189,0.0879999995231628,0.1679084476417942,0.609000027179718,0.8163701242479617,0.1299999952316284,0.085164163879384,0.2610000073909759,0.4311674386771308,0.25,0.3178066229202613,0.0,0.0,0.75,0.5820493930814153,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253617,587733432461689301,1.0,0.0860000029206276,0.7258056483257943,0.1761099652201189,0.0,spiral,C:\Users\79263\galaxy_morphology_ml_captioning\data\labels\thumbs\253617.jpg,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\labels\thumbs\253617.jpg
587739165702815910,original,121531,587739165702815910,SBb2t,34.0,125.0,0.6470000147819519,0.6660000085830688,0.0080000003799796,0.2349999994039535,0.2419999986886978,0.9490000009536744,0.0920000001788139,0.0489999987185001,0.0,0.0,1.0,1.0,0.375,0.8342846693750964,0.625,0.06165611346538,0.25,0.9526998331640536,0.75,0.0080371956920111,0.125,0.0151225356342281,0.375,0.4483750205549694,0.375,0.4772817974424735,0.125,0.030957182757122,0.1000000014901161,0.1634223734703062,0.8999999761581421,0.8194256450889947,0.2730000019073486,0.2190702104627923,0.7269999980926514,0.7112957612633738,0.0,0.0,0.3330000042915344,0.9936653722390896,0.0,0.0,0.3330000042915344,0.337713522514145,0.0,0.0,0.3330000042915344,0.1061678927985887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6625791181033416,0.5,0.4363451416815734,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121531,587739165702815910,0.9526998331640536,0.0080000003799796,0.0,0.0,0.0,spiral,C:\Users\79263\galaxy_morphology_ml_captioning\data\labels\thumbs\121531.jpg,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\labels\thumbs\121531.jpg
587742009509413066,original,162082,587742009509413066,Ei,42.0,133.0,0.9049999713897704,0.9049999713897704,0.8529999852180481,0.0710000023245811,0.0710000023245811,0.1360000073909759,0.0240000002086162,0.0140000004321336,0.3330000042915344,0.175887110630509,0.6669999957084656,0.834741501911556,0.5,0.9213598065715376,0.5,0.018287606480829,0.5,0.9993427447905996,0.5,5.703503603455913e-06,0.0,0.0,0.0,0.0,0.5,0.502919202777606,0.5,0.2104868862743713,0.0,0.0,1.0,1.0,0.3160000145435333,0.2526424768289154,0.6579999923706055,0.6546758389016769,0.0260000005364418,0.1084973921966292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,162082,587742009509413066,0.9993427447905996,0.8529999852180481,0.175887110630509,0.0,0.0,spiral,C:\Users\79263\galaxy_morphology_ml_captioning\data\labels\thumbs\162082.jpg,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\labels\thumbs\162082.jpg
587736946812846455,original,102707,587736946812846455,SBb2m,41.0,144.0,0.7559999823570251,0.7770000100135803,0.032999999821186,0.2199999988079071,0.2150000035762787,0.9369999766349792,0.0070000002160668,0.0,0.4180000126361847,0.2388521951331457,0.5820000171661377,0.7711848494437074,0.800000011920929,0.989047291145196,0.2000000029802322,0.0001936493788698,0.2000000029802322,0.9587127088000532,0.800000011920929,6.850478755319709e-05,0.0,0.0,0.2000000029802322,0.3091191266243847,0.800000011920929,0.7591961535239876,0.0,0.0,0.0509999990463256,0.0880685462243926,0.9490000009536744,0.9028731639350324,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.999582461387012,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3625805908319616,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102707,587736946812846455,0.9587127088000532,0.032999999821186,0.2388521951331457,0.0,0.0,spiral,C:\Users\79263\galaxy_morphology_ml_captioning\data\labels\thumbs\102707.jpg,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\labels\thumbs\102707.jpg
587742550692331884,original,172242,587742550692331884,Sb2m,53.0,396.0,0.0939999967813491,0.0939999967813491,0.0,0.8870000243186951,0.8870000243186951,1.0,0.0189999993890523,0.0010000000474974,0.0,0.0,1.0,1.0,0.1059999987483024,0.3396699186785341,0.8939999938011169,0.556746649354561,0.9789999723434448,0.9999999568260508,0.0209999997168779,1.7295703168583946e-37,0.0209999997168779,0.0466187883870509,0.3619999885559082,0.4481314331645511,0.4679999947547912,0.4813324840849856,0.1490000039339065,0.0700323498071463,0.1150000020861625,0.1897135933204819,0.8849999904632568,0.7959328476795559,0.800000011920929,0.8005895552668814,0.2000000029802322,0.1392268853054638,0.0,0.0,0.0,0.0,0.0,0.0,0.1669999957084655,0.1474078582476788,0.3330000042915344,0.1206537572743626,0.5,0.2795705073184318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1739999949932098,0.3032831934842083,0.4350000023841858,0.389065549503215,0.3910000026226043,0.1654396339504645,0.0219999998807907,0.0152823831052746,0.9570000171661376,0.9039563058233744,0.0,0.0,0.0,0.0,0.0,0.0,0.0219999998807907,0.0243064085951096,172242,587742550692331884,0.9999999568260508,0.0,0.0,0.0,0.0,spiral,C:\Users\79263\galaxy_morphology_ml_captioning\data\labels\thumbs\172242.jpg,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\labels\thumbs\172242.jpg
