asset_id,objid,filepath,derived_label,caption
130549,587739505552785605,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\130549.jpg,spiral,A spiral galaxy with visible arms.
57314,587732578312454276,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\57314.jpg,spiral,A spiral galaxy with visible arms.
29846,587729154670395609,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\29846.jpg,spiral,A spiral galaxy with visible arms.
52897,587732154179452963,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\52897.jpg,spiral,A spiral galaxy with visible arms.
1129,587722983364690145,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\1129.jpg,spiral,A spiral galaxy with visible arms.
253617,587733432461689301,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\253617.jpg,spiral,A spiral galaxy with visible arms.
121531,587739165702815910,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\121531.jpg,spiral,A spiral galaxy with visible arms.
162082,587742009509413066,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\162082.jpg,spiral,A spiral galaxy with visible arms.
102707,587736946812846455,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\102707.jpg,spiral,A spiral galaxy with visible arms.
172242,587742550692331884,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\172242.jpg,spiral,A spiral galaxy with visible arms.
81971,587735349112340621,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\81971.jpg,spiral,A spiral galaxy with visible arms.
97766,587736804008198297,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\97766.jpg,spiral,A spiral galaxy with visible arms.
231857,588018054574375038,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\231857.jpg,spiral,A spiral galaxy with visible arms.
46459,587731869096476836,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\46459.jpg,spiral,A spiral galaxy with visible arms.
262814,587741421102235811,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\262814.jpg,spiral,A spiral galaxy with visible arms.
220095,588017720102551798,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\220095.jpg,spiral,A spiral galaxy with visible arms.
115288,587738946685042842,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\115288.jpg,spiral,A spiral galaxy with visible arms.
222433,588017726011211959,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\222433.jpg,spiral,A spiral galaxy with visible arms.
2137,587724648180351163,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\2137.jpg,spiral,A spiral galaxy with visible arms.
20570,587726100419117632,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\20570.jpg,spiral,A spiral galaxy with visible arms.
53790,587732482204565643,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\53790.jpg,spiral,A spiral galaxy with visible arms.
227663,588017978895696002,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\227663.jpg,spiral,A spiral galaxy with visible arms.
118218,587739098599391437,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\118218.jpg,spiral,A spiral galaxy with visible arms.
39550,587729777982505229,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\39550.jpg,spiral,A spiral galaxy with visible arms.
58305,587732582593134645,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\58305.jpg,spiral,A spiral galaxy with visible arms.
183961,587742864743268468,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\183961.jpg,spiral,A spiral galaxy with visible arms.
160127,587741816239227130,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\160127.jpg,spiral,A spiral galaxy with visible arms.
32982,587729231442673952,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\32982.jpg,spiral,A spiral galaxy with visible arms.
275748,587731174380601869,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\275748.jpg,spiral,A spiral galaxy with visible arms.
139879,587739809950924896,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\139879.jpg,spiral,A spiral galaxy with visible arms.
140532,587739810490941750,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\140532.jpg,spiral,A spiral galaxy with visible arms.
103917,587736976888889787,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\103917.jpg,spiral,A spiral galaxy with visible arms.
111296,587738411942477944,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\111296.jpg,spiral,A spiral galaxy with visible arms.
276250,587731185121427706,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\276250.jpg,spiral,A spiral galaxy with visible arms.
134053,587739647816368192,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\134053.jpg,spiral,A spiral galaxy with visible arms.
98416,587736808838987987,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\98416.jpg,spiral,A spiral galaxy with visible arms.
257675,587737825139818640,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\257675.jpg,spiral,A spiral galaxy with visible arms.
204886,588013383820574750,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\204886.jpg,spiral,A spiral galaxy with visible arms.
77980,587735043613130917,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\77980.jpg,spiral,A spiral galaxy with visible arms.
273377,588298664648441907,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\273377.jpg,spiral,A spiral galaxy with visible arms.
82004,587735349114110097,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\82004.jpg,spiral,A spiral galaxy with visible arms.
273289,588298661969002562,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\273289.jpg,spiral,A spiral galaxy with visible arms.
117593,587739096712413276,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\117593.jpg,spiral,A spiral galaxy with visible arms.
79699,587735344262283322,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\79699.jpg,spiral,A spiral galaxy with visible arms.
280320,587731187279331389,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\280320.jpg,spiral,A spiral galaxy with visible arms.
186273,587745243088552096,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\186273.jpg,spiral,A spiral galaxy with visible arms.
161411,587741828585750733,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\161411.jpg,spiral,A spiral galaxy with visible arms.
46613,587731869630595326,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\46613.jpg,spiral,A spiral galaxy with visible arms.
165824,587742059998675034,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\165824.jpg,spiral,A spiral galaxy with visible arms.
164170,587742014343282898,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\164170.jpg,spiral,A spiral galaxy with visible arms.
170174,587742189898236033,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\170174.jpg,spiral,A spiral galaxy with visible arms.
89189,587736478130307277,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\89189.jpg,spiral,A spiral galaxy with visible arms.
132363,587739609173262455,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\132363.jpg,spiral,A spiral galaxy with visible arms.
40206,587729782275637591,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\40206.jpg,spiral,A spiral galaxy with visible arms.
31368,587729159508721878,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\31368.jpg,spiral,A spiral galaxy with visible arms.
183496,587742863137570948,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\183496.jpg,spiral,A spiral galaxy with visible arms.
83507,587735661014679659,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\83507.jpg,spiral,A spiral galaxy with visible arms.
199419,588011099409678432,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\199419.jpg,spiral,A spiral galaxy with visible arms.
175063,587742575906127943,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\175063.jpg,spiral,A spiral galaxy with visible arms.
167914,587742061613613141,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\167914.jpg,spiral,A spiral galaxy with visible arms.
16090,587726015629557855,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\16090.jpg,spiral,A spiral galaxy with visible arms.
134291,587739648356057205,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\134291.jpg,spiral,A spiral galaxy with visible arms.
161765,587741830191972459,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\161765.jpg,spiral,A spiral galaxy with visible arms.
176257,587742577516544106,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\176257.jpg,spiral,A spiral galaxy with visible arms.
228211,588017979410088081,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\228211.jpg,spiral,A spiral galaxy with visible arms.
221883,588017724942516357,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\221883.jpg,spiral,A spiral galaxy with visible arms.
83412,587735661007995136,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\83412.jpg,spiral,A spiral galaxy with visible arms.
239528,588297864181579949,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\239528.jpg,spiral,A spiral galaxy with visible arms.
33290,587729232514318575,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\33290.jpg,spiral,A spiral galaxy with visible arms.
204995,588013384347090966,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\204995.jpg,spiral,A spiral galaxy with visible arms.
240474,588297865266266199,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\240474.jpg,spiral,A spiral galaxy with visible arms.
200694,588011124658143370,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\200694.jpg,spiral,A spiral galaxy with visible arms.
163262,587742013293199461,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\163262.jpg,spiral,A spiral galaxy with visible arms.
107668,587738066188894631,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\107668.jpg,spiral,A spiral galaxy with visible arms.
159642,587741727650414691,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\159642.jpg,spiral,A spiral galaxy with visible arms.
112590,587738570311467161,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\112590.jpg,spiral,A spiral galaxy with visible arms.
56959,587732577774469279,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\56959.jpg,spiral,A spiral galaxy with visible arms.
209774,588017566027022388,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\209774.jpg,spiral,A spiral galaxy with visible arms.
184553,587742901790769365,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\184553.jpg,spiral,A spiral galaxy with visible arms.
212113,588017604693852329,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\212113.jpg,spiral,A spiral galaxy with visible arms.
101115,587736919972839843,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\101115.jpg,spiral,A spiral galaxy with visible arms.
237115,588023669713535131,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\237115.jpg,spiral,A spiral galaxy with visible arms.
194624,588010136263917744,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\194624.jpg,spiral,A spiral galaxy with visible arms.
160738,587741817319194787,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\160738.jpg,spiral,A spiral galaxy with visible arms.
17672,587726031729131655,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\17672.jpg,spiral,A spiral galaxy with visible arms.
24159,587728668801892525,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\24159.jpg,spiral,A spiral galaxy with visible arms.
91750,587736542565171521,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\91750.jpg,spiral,A spiral galaxy with visible arms.
214588,588017626705952967,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\214588.jpg,spiral,A spiral galaxy with visible arms.
260925,587739610243203138,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\260925.jpg,spiral,A spiral galaxy with visible arms.
241352,588298664114782371,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\241352.jpg,spiral,A spiral galaxy with visible arms.
26699,587728906636230936,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\26699.jpg,spiral,A spiral galaxy with visible arms.
68705,587733431922131190,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\68705.jpg,spiral,A spiral galaxy with visible arms.
79907,587735344802627621,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\79907.jpg,spiral,A spiral galaxy with visible arms.
170496,587742190436286529,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\170496.jpg,spiral,A spiral galaxy with visible arms.
161848,587741830196625477,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\161848.jpg,spiral,A spiral galaxy with visible arms.
43626,587731498648142020,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\43626.jpg,spiral,A spiral galaxy with visible arms.
190670,588007003646853226,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\190670.jpg,spiral,A spiral galaxy with visible arms.
66576,587733399183032515,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\66576.jpg,spiral,A spiral galaxy with visible arms.
267733,588007005792436371,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\267733.jpg,spiral,A spiral galaxy with visible arms.
159680,587741727654346898,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\159680.jpg,spiral,A spiral galaxy with visible arms.
245691,587722982827163823,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\245691.jpg,spiral,A spiral galaxy with visible arms.
111886,587738568176631936,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\111886.jpg,spiral,A spiral galaxy with visible arms.
148343,587741390498627658,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\148343.jpg,spiral,A spiral galaxy with visible arms.
257386,587736977420517513,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\257386.jpg,spiral,A spiral galaxy with visible arms.
205838,588016841248276724,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\205838.jpg,spiral,A spiral galaxy with visible arms.
236175,588023240743583771,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\236175.jpg,spiral,A spiral galaxy with visible arms.
155867,587741707807621230,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\155867.jpg,spiral,A spiral galaxy with visible arms.
89853,587736523760402660,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\89853.jpg,spiral,A spiral galaxy with visible arms.
26013,587728880346202157,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\26013.jpg,spiral,A spiral galaxy with visible arms.
226244,588017977830998102,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\226244.jpg,spiral,A spiral galaxy with visible arms.
152591,587741532792946760,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\152591.jpg,spiral,A spiral galaxy with visible arms.
1990,587722984443150620,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\1990.jpg,spiral,A spiral galaxy with visible arms.
219751,588017713123295507,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\219751.jpg,spiral,A spiral galaxy with visible arms.
16934,587726031177187497,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\16934.jpg,spiral,A spiral galaxy with visible arms.
218644,588017704542339194,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\218644.jpg,spiral,A spiral galaxy with visible arms.
12961,587725818017874090,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\12961.jpg,spiral,A spiral galaxy with visible arms.
262713,587741387272684136,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\262713.jpg,spiral,A spiral galaxy with visible arms.
228035,588017978913456334,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\228035.jpg,spiral,A spiral galaxy with visible arms.
245578,588848901533663319,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\245578.jpg,spiral,A spiral galaxy with visible arms.
62478,587732771585720453,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\62478.jpg,spiral,A spiral galaxy with visible arms.
7996,587725491064733979,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\7996.jpg,spiral,A spiral galaxy with visible arms.
236406,588023668102201521,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\236406.jpg,spiral,A spiral galaxy with visible arms.
163277,587742013293658340,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\163277.jpg,spiral,A spiral galaxy with visible arms.
21662,587727866181321131,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\21662.jpg,spiral,A spiral galaxy with visible arms.
186949,587745244697329758,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\186949.jpg,spiral,A spiral galaxy with visible arms.
83078,587735490285011135,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\83078.jpg,spiral,A spiral galaxy with visible arms.
23009,587728307495305391,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\23009.jpg,spiral,A spiral galaxy with visible arms.
65437,587733196771164296,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\65437.jpg,spiral,A spiral galaxy with visible arms.
253318,587733398652125276,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\253318.jpg,spiral,A spiral galaxy with visible arms.
48764,587731890039029954,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\48764.jpg,spiral,A spiral galaxy with visible arms.
139815,587739809947975780,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\139815.jpg,spiral,A spiral galaxy with visible arms.
38010,587729752211325537,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\38010.jpg,spiral,A spiral galaxy with visible arms.
121900,587739294552358946,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\121900.jpg,spiral,A spiral galaxy with visible arms.
14623,587726014000201850,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\14623.jpg,spiral,A spiral galaxy with visible arms.
117083,587738952029569067,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\117083.jpg,spiral,A spiral galaxy with visible arms.
154713,587741602025177152,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\154713.jpg,spiral,A spiral galaxy with visible arms.
50915,587732054313599255,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\50915.jpg,spiral,A spiral galaxy with visible arms.
197991,588010878766219439,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\197991.jpg,spiral,A spiral galaxy with visible arms.
162712,587742012760785071,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\162712.jpg,spiral,A spiral galaxy with visible arms.
24321,587728669342433473,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\24321.jpg,spiral,A spiral galaxy with visible arms.
7907,587725491062046839,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\7907.jpg,spiral,A spiral galaxy with visible arms.
148175,587741387274781142,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\148175.jpg,spiral,A spiral galaxy with visible arms.
122540,587739303675887709,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\122540.jpg,spiral,A spiral galaxy with visible arms.
86023,587735694835777665,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\86023.jpg,spiral,A spiral galaxy with visible arms.
55005,587732483291152514,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\55005.jpg,spiral,A spiral galaxy with visible arms.
144082,587739829274673302,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\144082.jpg,spiral,A spiral galaxy with visible arms.
255292,587735662088487111,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\255292.jpg,spiral,A spiral galaxy with visible arms.
189163,587745970001346777,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\189163.jpg,spiral,A spiral galaxy with visible arms.
216714,588017702949617905,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\216714.jpg,spiral,A spiral galaxy with visible arms.
31267,587729159502430386,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\31267.jpg,spiral,A spiral galaxy with visible arms.
7401,587725471207587940,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\7401.jpg,spiral,A spiral galaxy with visible arms.
215951,588017702402916480,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\215951.jpg,spiral,A spiral galaxy with visible arms.
215873,588017702399901776,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\215873.jpg,spiral,A spiral galaxy with visible arms.
99896,587736914603213018,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\99896.jpg,spiral,A spiral galaxy with visible arms.
177873,587742610804048101,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\177873.jpg,spiral,A spiral galaxy with visible arms.
204013,588013382741131367,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\204013.jpg,spiral,A spiral galaxy with visible arms.
216171,588017702920388632,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\216171.jpg,spiral,A spiral galaxy with visible arms.
197917,588010878761762919,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\197917.jpg,spiral,A spiral galaxy with visible arms.
8422,587725505018331299,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\8422.jpg,spiral,A spiral galaxy with visible arms.
86359,587735695378219172,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\86359.jpg,spiral,A spiral galaxy with visible arms.
166875,587742061060096128,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\166875.jpg,spiral,A spiral galaxy with visible arms.
24356,587728669345710249,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\24356.jpg,spiral,A spiral galaxy with visible arms.
274139,587730846355554536,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\274139.jpg,spiral,A spiral galaxy with visible arms.
106663,587737825684095146,C:\Users\user\PycharmProjects\galaxy_morphology_ml_captioning\data\raw\images\106663.jpg,spiral,A spiral galaxy with visible arms.
